Age,last_mod,tot_bath,Overall Qual,Overall Cond,Lot Area,Mas Vnr Area,Garage Area,Kitchen Qual,total_SF,Screen Porch,TotRms AbvGrd,Exter Qual,SalePrice,age*mod,overall**,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl
3,3,2.5,7,5,8244,0.0,440.0,4,2560.0,0,7,4,183500,9,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,56,1.0,4,4,6000,0.0,576.0,3,1872.0,0,4,2,93000,3136,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,3.0,8,5,3621,72.0,630.0,4,2995.0,0,7,4,226500,16,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16,15,2.5,6,7,7837,0.0,380.0,3,2370.0,0,7,4,178000,240,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,3.0,7,5,10665,167.0,558.0,4,2932.0,0,7,4,226000,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,40,1.5,5,7,10457,178.0,898.0,3,2416.0,0,7,4,173000,1600,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,44,1.0,5,5,8281,0.0,360.0,3,1728.0,0,5,3,62383,1936,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3.5,9,5,14948,268.0,858.0,5,4165.0,0,11,5,446261,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
80,9,2.0,7,8,7000,0.0,312.0,4,2103.0,0,6,3,160000,720,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,4,3.0,7,5,3940,24.0,668.0,4,2969.0,0,7,4,219990,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9,8,2.0,7,5,9382,125.0,577.0,4,2947.0,0,6,4,191000,72,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82,13,2.0,5,7,6854,0.0,308.0,3,1816.0,150,6,3,136500,1066,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,13,1.0,4,5,11515,0.0,308.0,4,943.0,0,5,3,80000,637,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,2.5,7,5,13837,178.0,786.0,4,3387.0,0,9,4,229000,324,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,16,3.5,7,5,9938,246.0,574.0,4,2999.0,0,8,4,236000,272,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2.0,10,5,12633,242.0,932.0,5,3648.0,108,8,5,392000,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82,59,3.0,6,5,6876,0.0,316.0,3,2650.0,0,8,3,149000,4838,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,9,3.5,10,5,3951,0.0,846.0,5,3363.0,94,7,5,345000,90,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
106,1,2.0,5,8,9856,0.0,624.0,3,2730.0,0,8,4,169000,106,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,57,1.0,4,5,17808,0.0,336.0,3,1726.0,0,4,3,109900,3477,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13,12,2.5,7,5,9627,94.0,650.0,3,2996.0,0,9,3,188000,156,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,59,1.0,6,6,6000,0.0,280.0,3,2192.0,0,6,3,132500,4130,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,2.0,5,7,9757,0.0,440.0,3,1980.0,92,5,3,143000,225,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
56,56,2.0,5,6,9280,0.0,256.0,3,2684.0,0,7,3,125000,3136,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,3.0,9,5,14780,568.0,1085.0,5,3736.0,156,7,5,415000,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
100,60,1.0,4,7,7740,0.0,528.0,3,1985.0,168,6,3,125500,6000,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51,21,3.0,6,6,9600,183.0,338.0,3,2872.0,0,6,3,139000,1071,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,3.5,10,5,13478,420.0,842.0,5,4018.0,0,10,5,451950,1,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,50,2.0,5,5,10926,74.0,0.0,3,3356.0,0,10,3,119900,2500,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8,7,3.0,8,5,6853,136.0,471.0,4,2563.0,0,6,4,220000,56,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,36,2.0,6,6,10667,302.0,525.0,3,3174.0,0,7,3,167300,1296,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68,59,1.0,5,6,8212,0.0,256.0,3,2018.0,0,6,3,122000,4012,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43,43,3.0,5,5,9100,336.0,504.0,3,3456.0,0,10,3,125000,1849,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51,51,1.0,5,6,6000,0.0,288.0,3,1856.0,0,5,3,112500,2601,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2.5,7,5,9316,0.0,578.0,4,2674.0,0,7,4,191000,2,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,50,1.0,6,7,9464,135.0,288.0,3,2160.0,130,5,3,136000,2500,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,2.5,7,5,10400,0.0,546.0,4,2645.0,0,6,3,197900,121,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96,3,1.0,6,8,5310,0.0,255.0,4,2120.0,0,5,3,117000,288,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,3.0,7,5,7406,84.0,632.0,4,2419.0,0,6,4,194000,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,7,2.5,9,5,4538,179.0,545.0,4,2620.0,0,5,4,285000,49,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
68,9,3.0,5,7,10106,0.0,0.0,3,1999.0,0,6,3,127500,612,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
14,6,3.5,7,5,13346,0.0,590.0,4,3390.0,0,9,4,268000,84,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,57,2.5,4,8,9639,0.0,342.0,3,2873.0,0,7,3,137000,6099,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,2.0,7,7,15387,0.0,578.0,4,3240.0,0,8,3,215000,1681,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,52,2.0,5,5,10050,0.0,336.0,3,2432.0,0,5,3,129500,2704,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70,56,1.0,5,4,6240,0.0,240.0,3,2240.0,0,7,3,115000,3920,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
83,58,1.0,5,8,7506,0.0,288.0,3,1906.0,0,5,3,114000,4814,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,40,2.0,4,4,8900,0.0,384.0,3,2112.0,0,5,3,107000,1600,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,58,1.0,5,5,8480,0.0,336.0,3,2048.0,0,6,3,118500,3538,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79,58,1.0,6,7,6000,0.0,208.0,3,2020.0,0,5,3,120000,4582,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,2,3.0,8,5,8847,148.0,484.0,4,3076.0,0,7,4,260000,4,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51,51,2.0,5,5,8050,150.0,308.0,3,2286.0,0,6,3,136000,2601,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36,36,1.0,4,5,8294,0.0,480.0,3,1730.0,0,5,3,123000,1296,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,58,1.0,6,7,7920,0.0,0.0,2,1725.0,0,6,3,89500,5104,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,2.0,6,5,18494,0.0,430.0,4,2648.0,0,6,4,199500,25,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,42,1.0,5,7,7162,41.0,408.0,3,1780.0,0,6,3,109900,1764,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,5,1.5,7,9,10918,0.0,282.0,4,3356.0,145,9,4,234000,415,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2.0,6,5,4435,169.0,420.0,4,1696.0,0,3,4,155900,4,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
52,20,2.0,4,5,11250,0.0,304.0,3,2892.0,0,8,3,161500,1040,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
51,51,1.5,6,6,14375,541.0,525.0,4,2163.0,233,7,3,137500,2601,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,60,2.0,5,3,9045,0.0,0.0,2,3096.0,0,12,3,76500,6000,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
19,18,3.0,6,5,10029,268.0,521.0,3,3211.0,192,8,4,211000,342,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,9,3.0,6,5,4060,0.0,511.0,4,2742.0,0,5,4,181000,90,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
42,42,2.5,6,7,9020,183.0,490.0,3,2292.0,0,6,3,174900,1764,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,40,2.0,5,6,11777,97.0,564.0,3,2484.0,0,6,3,164500,1600,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,2.0,7,5,10171,168.0,532.0,4,3052.0,0,7,4,214000,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,20,2.5,7,6,10400,280.0,489.0,3,2782.0,0,7,3,185000,560,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,58,1.5,4,7,6240,0.0,336.0,3,1840.0,0,6,3,123000,4582,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,3.0,6,6,12150,0.0,486.0,4,2300.0,0,5,3,183500,784,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,2.5,8,5,2645,456.0,492.0,4,2217.0,0,5,4,174000,56,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
54,54,2.0,5,5,22692,0.0,649.0,3,2703.0,0,6,3,130000,2916,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
81,16,2.0,7,7,9600,0.0,546.0,5,2369.0,0,6,3,178000,1296,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13,12,2.5,5,5,13830,0.0,482.0,3,2557.0,0,6,3,189900,156,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,5,2.0,6,5,4435,170.0,420.0,4,1696.0,0,4,4,144000,30,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
78,1,1.0,6,8,5890,0.0,432.0,3,1632.0,0,5,4,120500,78,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,14,1.5,5,5,10859,0.0,672.0,3,2194.0,0,6,3,145000,210,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,7,3.0,8,5,5330,0.0,499.0,5,3146.0,0,6,4,251000,49,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,42,2.0,4,5,10778,0.0,0.0,3,3536.0,0,8,3,136500,1764,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,53,2.0,4,5,6845,58.0,0.0,3,1152.0,0,6,3,82500,2809,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
99,59,1.0,2,4,21780,0.0,280.0,3,810.0,0,4,2,57625,5841,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,3.0,7,5,10307,176.0,484.0,4,2708.0,0,6,4,212500,2,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8,8,3.0,6,5,4500,116.0,402.0,3,2432.0,0,5,3,164000,64,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
49,49,2.0,6,5,9060,327.0,384.0,4,2605.0,0,6,3,139000,2401,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,3.5,7,5,2160,212.0,462.0,4,1852.0,0,4,4,160000,72,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
17,16,2.0,5,6,7669,0.0,698.0,3,1711.0,0,5,3,149000,272,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,2.0,5,6,9858,0.0,288.0,3,1738.0,0,5,3,130000,1681,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,60,2.0,7,6,10300,0.0,480.0,3,2286.0,0,9,3,140000,5340,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2.0,8,5,8125,288.0,517.0,4,3672.0,0,8,4,264500,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,49,2.0,5,5,14850,0.0,299.0,3,2184.0,122,6,3,141000,2401,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2.5,7,5,4274,0.0,569.0,4,2482.0,0,4,4,199900,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
32,32,2.5,6,5,9650,360.0,630.0,3,2684.0,0,6,3,167900,1024,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47,20,1.5,6,6,14585,85.0,572.0,4,2573.0,0,7,3,181900,940,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,3.0,8,5,9000,36.0,750.0,4,3132.0,0,7,4,262500,4,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,17,2.0,7,7,13774,283.0,520.0,4,3196.0,156,8,3,230000,544,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8,3.0,9,5,5119,60.0,506.0,4,3407.0,0,5,4,328900,72,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,2,3.0,8,5,9254,210.0,554.0,4,3442.0,0,7,4,232698,4,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,3.0,8,5,10324,140.0,810.0,4,2508.0,0,5,4,221800,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,35,2.5,5,7,8375,0.0,627.0,4,1926.0,0,6,3,152400,2345,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,8,2.0,7,5,9750,171.0,451.0,4,3260.0,0,6,4,213000,72,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2.5,7,5,7632,96.0,449.0,4,2369.0,0,7,4,184900,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,53,2.0,5,5,15750,56.0,375.0,3,2501.0,0,5,3,157000,2809,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
44,4,1.0,5,6,9240,0.0,576.0,3,2075.0,0,6,3,144000,176,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,8,3.0,6,5,10400,253.0,478.0,3,2612.0,0,5,3,192350,224,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,2.5,7,6,8800,202.0,440.0,3,2374.0,0,6,3,163500,1681,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,3.5,7,5,11839,99.0,514.0,4,3804.0,0,10,3,262280,324,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,3.0,7,5,9135,113.0,532.0,4,3072.0,0,7,4,214000,30,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,2,1.0,6,7,14115,0.0,470.0,5,2884.0,0,6,3,230000,100,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,2.5,7,5,14154,350.0,947.0,4,3235.0,0,9,4,280000,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,27,2.0,4,6,6565,0.0,720.0,3,2146.0,0,6,3,140000,1350,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,1.5,6,5,7700,351.0,442.0,3,2595.0,0,7,3,155000,1936,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,56,1.0,3,3,4761,0.0,0.0,2,2040.0,0,5,2,64500,4928,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17,17,3.0,6,7,12361,85.0,1017.0,4,2748.0,0,8,4,218000,289,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,30,2.0,5,7,9720,51.0,576.0,3,2004.0,0,6,3,160000,900,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.0,8,5,8640,0.0,598.0,4,2676.0,0,6,4,208900,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,12,3.5,5,7,47007,0.0,624.0,5,3820.0,0,11,3,284700,588,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.0,7,5,3180,0.0,540.0,4,2081.0,0,5,4,146000,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
12,12,2.5,8,5,14963,0.0,500.0,5,2548.0,224,4,4,245500,144,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
82,58,1.0,6,7,5000,0.0,160.0,3,2005.0,0,6,3,113000,4756,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3.0,8,5,16870,238.0,932.0,4,3564.0,0,7,4,296000,20,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,3.0,9,5,14157,200.0,676.0,4,3844.0,0,8,4,377426,2,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,2,3.0,10,5,12456,230.0,786.0,5,3418.0,0,7,5,337500,6,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,3.5,10,5,14836,730.0,949.0,5,4984.0,0,8,5,552000,20,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,56,1.0,4,7,6956,0.0,265.0,3,1560.0,0,5,3,97900,3248,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,2.0,6,5,7862,0.0,676.0,4,2436.0,0,4,4,208300,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,11,2.5,7,5,11050,0.0,816.0,4,2730.0,0,8,3,213000,132,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10,9,2.5,7,5,8924,0.0,527.0,4,2604.0,0,8,3,188000,90,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,48,1.5,6,6,9610,632.0,488.0,3,2457.0,0,7,3,162000,2304,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57,57,1.5,5,5,13710,0.0,282.0,3,2468.0,0,6,3,152000,3249,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,5,2.5,7,5,12552,0.0,678.0,4,2938.0,0,8,4,254900,30,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14,13,2.5,7,5,14565,145.0,483.0,4,2489.0,0,6,4,189000,182,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,30,3.0,7,5,18559,383.0,550.0,4,4112.0,0,7,4,235000,900,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,58,2.0,5,5,10880,0.0,240.0,3,2328.0,0,5,3,125000,3364,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35,35,1.0,7,6,2280,0.0,308.0,3,1672.0,0,4,3,120000,1225,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
55,55,1.5,1,3,31250,0.0,270.0,3,1600.0,0,6,3,81500,3025,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,2.0,6,5,11841,104.0,0.0,3,1632.0,0,5,3,118500,289,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,3.5,9,5,9187,162.0,478.0,5,3532.0,0,7,5,370878,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,57,2.0,5,6,6270,0.0,871.0,3,3003.0,0,8,3,145000,3306,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69,2,2.0,7,9,15660,312.0,431.0,4,2752.0,0,8,4,311500,138,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,3.0,7,5,3087,14.0,437.0,4,2584.0,0,6,4,210250,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,4,3.5,7,5,13450,0.0,492.0,4,2777.0,0,8,4,200000,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,32,2.0,5,5,10125,0.0,539.0,4,1734.0,0,8,3,126000,1024,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
109,6,1.0,4,8,8146,0.0,281.0,3,1444.0,111,6,4,114000,654,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99,59,2.0,4,4,9600,0.0,720.0,4,2187.0,0,7,4,87500,5841,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,4.5,8,5,12328,146.0,729.0,5,3690.0,0,10,4,349265,4,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,2.0,8,5,10141,264.0,845.0,4,3024.0,0,6,4,203000,25,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,8,2.0,7,5,8529,0.0,527.0,4,2888.0,0,6,4,189000,64,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,3.5,7,5,8127,0.0,628.0,4,2465.0,0,6,4,209000,36,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
109,59,2.0,6,7,8400,0.0,357.0,5,2924.0,0,8,3,160000,6431,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33,33,2.0,5,5,10751,44.0,431.0,3,2074.0,0,5,3,129000,1089,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,31,2.0,5,5,10010,0.0,418.0,3,2778.0,0,6,3,170000,992,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,5,1.0,5,6,4280,0.0,352.0,4,1134.0,0,4,3,90350,470,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
84,58,1.0,6,5,9600,0.0,0.0,3,1668.0,0,5,3,79000,4872,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,34,2.0,5,7,9800,0.0,552.0,3,1788.0,0,5,3,149900,1156,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,37,2.0,5,5,7560,0.0,576.0,3,1728.0,0,5,3,123000,1369,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
106,56,3.0,4,2,9600,0.0,779.0,3,2869.0,0,8,3,87000,5936,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,2.0,6,6,9880,0.0,358.0,3,2214.0,0,6,3,171000,961,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,58,1.0,6,5,9600,0.0,288.0,3,2284.0,0,6,3,119000,3364,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,50,2.0,5,5,7931,0.0,672.0,3,2296.0,0,6,3,132500,2500,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,12,1.0,8,7,5100,0.0,228.0,4,2254.0,0,7,3,161000,996,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
